nohup: ignoring input
[582] bbox_docvqa_id=583 resume_skip=True
[583] bbox_docvqa_id=584 resume_skip=True
[584] bbox_docvqa_id=585 resume_skip=True
[585] bbox_docvqa_id=586 resume_skip=True
[586] bbox_docvqa_id=587 resume_skip=True
[587] bbox_docvqa_id=588 resume_skip=True
[588] bbox_docvqa_id=589 resume_skip=True
[589] bbox_docvqa_id=590 resume_skip=True
[590] bbox_docvqa_id=591 resume_skip=True
[591] bbox_docvqa_id=592 resume_skip=True
[592] bbox_docvqa_id=593 resume_skip=True
[593] bbox_docvqa_id=594 resume_skip=True
[594] bbox_docvqa_id=595 resume_skip=True
[595] bbox_docvqa_id=596 resume_skip=True
[596] bbox_docvqa_id=597 resume_skip=True
[597] bbox_docvqa_id=598 resume_skip=True
[598] bbox_docvqa_id=599 resume_skip=True
[599] bbox_docvqa_id=600 resume_skip=True
[600] bbox_docvqa_id=601 resume_skip=True
[601] bbox_docvqa_id=602 resume_skip=True
[602] bbox_docvqa_id=603 resume_skip=True
[603] bbox_docvqa_id=604 resume_skip=True
[604] bbox_docvqa_id=605 resume_skip=True
[605] bbox_docvqa_id=606 resume_skip=True
[606] bbox_docvqa_id=607 resume_skip=True
[607] bbox_docvqa_id=608 resume_skip=True
[608] bbox_docvqa_id=609 resume_skip=True
[609] bbox_docvqa_id=610 resume_skip=True
[610] bbox_docvqa_id=611 resume_skip=True
[611] bbox_docvqa_id=612 resume_skip=True
[612] bbox_docvqa_id=613 resume_skip=True
[613] bbox_docvqa_id=614 resume_skip=True
[614] bbox_docvqa_id=615 resume_skip=True
[615] bbox_docvqa_id=616 resume_skip=True
[616] bbox_docvqa_id=617 resume_skip=True
[617] bbox_docvqa_id=618 resume_skip=True
[618] bbox_docvqa_id=619 resume_skip=True
[619] bbox_docvqa_id=620 resume_skip=True
[620] bbox_docvqa_id=621 resume_skip=True
[621] bbox_docvqa_id=622 resume_skip=True
[622] bbox_docvqa_id=623 resume_skip=True
[623] bbox_docvqa_id=624 resume_skip=True
[624] bbox_docvqa_id=625 resume_skip=True
[625] bbox_docvqa_id=626 resume_skip=True
[626] bbox_docvqa_id=627 resume_skip=True
[627] bbox_docvqa_id=628 resume_skip=True
[628] bbox_docvqa_id=629 resume_skip=True
[629] bbox_docvqa_id=630 resume_skip=True
[630] bbox_docvqa_id=631 resume_skip=True
[631] bbox_docvqa_id=632 resume_skip=True
[632] bbox_docvqa_id=633 resume_skip=True
[633] bbox_docvqa_id=634 resume_skip=True
[634] bbox_docvqa_id=635 resume_skip=True
[635] bbox_docvqa_id=636 resume_skip=True
[636] bbox_docvqa_id=637 resume_skip=True
[637] bbox_docvqa_id=638 resume_skip=True
[638] bbox_docvqa_id=639 resume_skip=True
[639] bbox_docvqa_id=640 resume_skip=True
[640] bbox_docvqa_id=641 resume_skip=True
[641] bbox_docvqa_id=642 resume_skip=True
[642] bbox_docvqa_id=643 resume_skip=True
[643] bbox_docvqa_id=644 resume_skip=True
[644] bbox_docvqa_id=645 resume_skip=True
[645] bbox_docvqa_id=646 resume_skip=True
[646] bbox_docvqa_id=647 resume_skip=True
[647] bbox_docvqa_id=648 resume_skip=True
[648] bbox_docvqa_id=649 resume_skip=True
[649] bbox_docvqa_id=650 resume_skip=True
[650] bbox_docvqa_id=651 resume_skip=True
[651] bbox_docvqa_id=652 resume_skip=True
[652] bbox_docvqa_id=653 resume_skip=True
[653] bbox_docvqa_id=654 resume_skip=True
[654] bbox_docvqa_id=655 resume_skip=True
[655] bbox_docvqa_id=656 resume_skip=True
[656] bbox_docvqa_id=657 resume_skip=True
[657] bbox_docvqa_id=658 resume_skip=True
[658] bbox_docvqa_id=659 resume_skip=True
[659] bbox_docvqa_id=660 resume_skip=True
[660] bbox_docvqa_id=661 resume_skip=True
[661] bbox_docvqa_id=662 resume_skip=True
[662] bbox_docvqa_id=663 resume_skip=True
[663] bbox_docvqa_id=664 resume_skip=True
[664] bbox_docvqa_id=665 resume_skip=True
[665] bbox_docvqa_id=666 resume_skip=True
[666] bbox_docvqa_id=667 resume_skip=True
[667] bbox_docvqa_id=668 resume_skip=True
[668] bbox_docvqa_id=669 resume_skip=True
[669] bbox_docvqa_id=670 resume_skip=True
[670] bbox_docvqa_id=671 resume_skip=True
[671] bbox_docvqa_id=672 resume_skip=True
[672] bbox_docvqa_id=673 resume_skip=True
[673] bbox_docvqa_id=674 resume_skip=True
[674] bbox_docvqa_id=675 resume_skip=True
[675] bbox_docvqa_id=676 resume_skip=True
[676] bbox_docvqa_id=677 resume_skip=True
[677] bbox_docvqa_id=678 resume_skip=True
[678] bbox_docvqa_id=679 resume_skip=True
[679] bbox_docvqa_id=680 resume_skip=True
[680] bbox_docvqa_id=681 resume_skip=True
[681] bbox_docvqa_id=682 resume_skip=True
[682] bbox_docvqa_id=683 resume_skip=True
[683] bbox_docvqa_id=684 resume_skip=True
[684] bbox_docvqa_id=685 resume_skip=True
[685] bbox_docvqa_id=686 resume_skip=True
[686] bbox_docvqa_id=687 resume_skip=True
[687] bbox_docvqa_id=688 resume_skip=True
[688] bbox_docvqa_id=689 resume_skip=True
[689] bbox_docvqa_id=690 resume_skip=True
[690] bbox_docvqa_id=691 resume_skip=True
[691] bbox_docvqa_id=692 resume_skip=True
[692] bbox_docvqa_id=693 resume_skip=True
[693] bbox_docvqa_id=694 resume_skip=True
[694] bbox_docvqa_id=695 resume_skip=True
[695] bbox_docvqa_id=696 resume_skip=True
[696] bbox_docvqa_id=697 resume_skip=True
[697] bbox_docvqa_id=698 resume_skip=True
[698] bbox_docvqa_id=699 resume_skip=True
[699] bbox_docvqa_id=700 resume_skip=True
[700] bbox_docvqa_id=701 resume_skip=True
[701] bbox_docvqa_id=702 resume_skip=True
[702] bbox_docvqa_id=703 resume_skip=True
[703] bbox_docvqa_id=704 resume_skip=True
[704] bbox_docvqa_id=705 resume_skip=True
[705] bbox_docvqa_id=706 resume_skip=True
[706] bbox_docvqa_id=707 resume_skip=True
[707] bbox_docvqa_id=708 resume_skip=True
[708] bbox_docvqa_id=709 resume_skip=True
[709] bbox_docvqa_id=710 resume_skip=True
[710] bbox_docvqa_id=711 resume_skip=True
[711] bbox_docvqa_id=712 resume_skip=True
[712] bbox_docvqa_id=713 resume_skip=True
[713] bbox_docvqa_id=714 resume_skip=True
[714] bbox_docvqa_id=715 resume_skip=True
[715] bbox_docvqa_id=716 resume_skip=True
[716] bbox_docvqa_id=717 resume_skip=True
[717] bbox_docvqa_id=718 resume_skip=True
[718] bbox_docvqa_id=719 resume_skip=True
[719] bbox_docvqa_id=720 resume_skip=True
[720] bbox_docvqa_id=721 resume_skip=True
[721] bbox_docvqa_id=722 resume_skip=True
[722] bbox_docvqa_id=723 resume_skip=True
[723] bbox_docvqa_id=724 resume_skip=True
[724] bbox_docvqa_id=725 resume_skip=True
[725] bbox_docvqa_id=726 resume_skip=True
[726] bbox_docvqa_id=727 resume_skip=True
[727] bbox_docvqa_id=728 resume_skip=True
[728] bbox_docvqa_id=729 resume_skip=True
[729] bbox_docvqa_id=730 resume_skip=True
[730] bbox_docvqa_id=731 resume_skip=True
[731] bbox_docvqa_id=732 resume_skip=True
[732] bbox_docvqa_id=733 resume_skip=True
[733] bbox_docvqa_id=734 resume_skip=True
[734] bbox_docvqa_id=735 resume_skip=True
[735] bbox_docvqa_id=736 resume_skip=True
[736] bbox_docvqa_id=737 resume_skip=True
[737] bbox_docvqa_id=738 resume_skip=True
[738] bbox_docvqa_id=739 resume_skip=True
[739] bbox_docvqa_id=740 resume_skip=True
[740] bbox_docvqa_id=741 resume_skip=True
[741] bbox_docvqa_id=742 resume_skip=True
[742] bbox_docvqa_id=743 resume_skip=True
[743] bbox_docvqa_id=744 resume_skip=True
[744] bbox_docvqa_id=745 resume_skip=True
[745] bbox_docvqa_id=746 resume_skip=True
[746] bbox_docvqa_id=747 resume_skip=True
[747] bbox_docvqa_id=748 resume_skip=True
[748] bbox_docvqa_id=749 resume_skip=True
[749] bbox_docvqa_id=750 resume_skip=True
[750] bbox_docvqa_id=751 resume_skip=True
[751] bbox_docvqa_id=752 resume_skip=True
[752] bbox_docvqa_id=753 resume_skip=True
[753] bbox_docvqa_id=754 resume_skip=True
[754] bbox_docvqa_id=755 resume_skip=True
[755] bbox_docvqa_id=756 resume_skip=True
[756] bbox_docvqa_id=757 resume_skip=True
[757] bbox_docvqa_id=758 resume_skip=True
[758] bbox_docvqa_id=759 resume_skip=True
[759] bbox_docvqa_id=760 resume_skip=True
[760] bbox_docvqa_id=761 resume_skip=True
[761] bbox_docvqa_id=762 resume_skip=True
[762] bbox_docvqa_id=763 resume_skip=True
[763] bbox_docvqa_id=764 resume_skip=True
[764] bbox_docvqa_id=765 resume_skip=True
[765] bbox_docvqa_id=766 resume_skip=True
[766] bbox_docvqa_id=767 resume_skip=True
[767] bbox_docvqa_id=768 resume_skip=True
[768] bbox_docvqa_id=769 resume_skip=True
[769] bbox_docvqa_id=770 resume_skip=True
[770] bbox_docvqa_id=771 resume_skip=True
[771] bbox_docvqa_id=772 resume_skip=True
[772] bbox_docvqa_id=773 resume_skip=True
[773] bbox_docvqa_id=774 resume_skip=True
[774] bbox_docvqa_id=775 resume_skip=True
[775] bbox_docvqa_id=776 resume_skip=True
[776] bbox_docvqa_id=777 resume_skip=True
[777] bbox_docvqa_id=778 resume_skip=True
[778] bbox_docvqa_id=779 resume_skip=True
[779] bbox_docvqa_id=780 resume_skip=True
[780] bbox_docvqa_id=781 resume_skip=True
[781] bbox_docvqa_id=782 resume_skip=True
[782] bbox_docvqa_id=783 resume_skip=True
[783] bbox_docvqa_id=784 resume_skip=True
[784] bbox_docvqa_id=785 resume_skip=True
[785] bbox_docvqa_id=786 resume_skip=True
[786] bbox_docvqa_id=787 resume_skip=True
[787] bbox_docvqa_id=788 resume_skip=True
[788] bbox_docvqa_id=789 resume_skip=True
[789] bbox_docvqa_id=790 resume_skip=True
[790] bbox_docvqa_id=791 resume_skip=True
[791] bbox_docvqa_id=792 resume_skip=True
[792] bbox_docvqa_id=793 resume_skip=True
[793] bbox_docvqa_id=794 resume_skip=True
[794] bbox_docvqa_id=795 resume_skip=True
[795] bbox_docvqa_id=796 resume_skip=True
[796] bbox_docvqa_id=797 resume_skip=True
[797] bbox_docvqa_id=798 resume_skip=True
[798] bbox_docvqa_id=799 resume_skip=True
[799] bbox_docvqa_id=800 resume_skip=True
[800] bbox_docvqa_id=801 resume_skip=True
[801] bbox_docvqa_id=802 resume_skip=True
[802] bbox_docvqa_id=803 resume_skip=True
[803] bbox_docvqa_id=804 resume_skip=True
[804] bbox_docvqa_id=805 resume_skip=True
[805] bbox_docvqa_id=806 resume_skip=True
[806] bbox_docvqa_id=807 resume_skip=True
[807] bbox_docvqa_id=808 resume_skip=True
[808] bbox_docvqa_id=809 resume_skip=True
[809] bbox_docvqa_id=810 resume_skip=True
[810] bbox_docvqa_id=811 resume_skip=True
[811] bbox_docvqa_id=812 resume_skip=True
[812] bbox_docvqa_id=813 resume_skip=True
[813] bbox_docvqa_id=814 resume_skip=True
[814] bbox_docvqa_id=815 resume_skip=True
[815] bbox_docvqa_id=816 resume_skip=True
[816] bbox_docvqa_id=817 resume_skip=True
[817] bbox_docvqa_id=818 resume_skip=True
[818] bbox_docvqa_id=819 resume_skip=True
[819] bbox_docvqa_id=820 resume_skip=True
[820] bbox_docvqa_id=821 resume_skip=True
[821] bbox_docvqa_id=822 resume_skip=True
[822] bbox_docvqa_id=823 resume_skip=True
[823] bbox_docvqa_id=824 resume_skip=True
[824] bbox_docvqa_id=825 resume_skip=True
[825] bbox_docvqa_id=826 resume_skip=True
[826] bbox_docvqa_id=827 resume_skip=True
[827] bbox_docvqa_id=828 resume_skip=True
[828] bbox_docvqa_id=829 resume_skip=True
[829] bbox_docvqa_id=830 resume_skip=True
[830] bbox_docvqa_id=831 resume_skip=True
[831] bbox_docvqa_id=832 resume_skip=True
[832] bbox_docvqa_id=833 resume_skip=True
[833] bbox_docvqa_id=834 resume_skip=True
[834] bbox_docvqa_id=835 resume_skip=True
[835] bbox_docvqa_id=836 resume_skip=True
[836] bbox_docvqa_id=837 resume_skip=True
[837] bbox_docvqa_id=838 resume_skip=True
[838] bbox_docvqa_id=839 resume_skip=True
[839] bbox_docvqa_id=840 resume_skip=True
[840] bbox_docvqa_id=841 resume_skip=True
[841] bbox_docvqa_id=842 resume_skip=True
[842] bbox_docvqa_id=843 resume_skip=True
[843] bbox_docvqa_id=844 resume_skip=True
[844] bbox_docvqa_id=845 resume_skip=True
[845] bbox_docvqa_id=846 resume_skip=True
[846] bbox_docvqa_id=847 resume_skip=True
[847] bbox_docvqa_id=848 resume_skip=True
[848] bbox_docvqa_id=849 resume_skip=True
[849] bbox_docvqa_id=850 resume_skip=True
[850] bbox_docvqa_id=851 resume_skip=True
[851] bbox_docvqa_id=852 resume_skip=True
[852] bbox_docvqa_id=853 resume_skip=True
[853] bbox_docvqa_id=854 resume_skip=True
[854] bbox_docvqa_id=855 resume_skip=True
[855] bbox_docvqa_id=856 resume_skip=True
[856] bbox_docvqa_id=857 resume_skip=True
[857] bbox_docvqa_id=858 resume_skip=True
[858] bbox_docvqa_id=859 resume_skip=True
[859] bbox_docvqa_id=860 resume_skip=True
[860] bbox_docvqa_id=861 resume_skip=True
[861] bbox_docvqa_id=862 resume_skip=True
[862] bbox_docvqa_id=863 resume_skip=True
[863] bbox_docvqa_id=864 resume_skip=True
[864] bbox_docvqa_id=865 resume_skip=True
[865] bbox_docvqa_id=866 resume_skip=True
[866] bbox_docvqa_id=867 resume_skip=True
[867] bbox_docvqa_id=868 resume_skip=True
[868] bbox_docvqa_id=869 resume_skip=True
[869] bbox_docvqa_id=870 resume_skip=True
[870] bbox_docvqa_id=871 resume_skip=True
[871] bbox_docvqa_id=872 resume_skip=True
[872] bbox_docvqa_id=873 resume_skip=True
[873] bbox_docvqa_id=874 resume_skip=True
[874] bbox_docvqa_id=875 resume_skip=True
[875] bbox_docvqa_id=876 resume_skip=True
[876] bbox_docvqa_id=877 resume_skip=True
[877] bbox_docvqa_id=878 resume_skip=True
[878] bbox_docvqa_id=879 resume_skip=True
[879] bbox_docvqa_id=880 resume_skip=True
[880] bbox_docvqa_id=881 resume_skip=True
[881] bbox_docvqa_id=882 resume_skip=True
[882] bbox_docvqa_id=883 resume_skip=True
[883] bbox_docvqa_id=884 resume_skip=True
[884] bbox_docvqa_id=885 resume_skip=True
[885] bbox_docvqa_id=886 resume_skip=True
[886] bbox_docvqa_id=887 resume_skip=True
[887] bbox_docvqa_id=888 resume_skip=True
[888] bbox_docvqa_id=889 resume_skip=True
[889] bbox_docvqa_id=890 resume_skip=True
[890] bbox_docvqa_id=891 resume_skip=True
[891] bbox_docvqa_id=892 resume_skip=True
[892] bbox_docvqa_id=893 resume_skip=True
[893] bbox_docvqa_id=894 resume_skip=True
[894] bbox_docvqa_id=895 resume_skip=True
[895] bbox_docvqa_id=896 resume_skip=True
[896] bbox_docvqa_id=897 resume_skip=True
[897] bbox_docvqa_id=898 resume_skip=True
[898] bbox_docvqa_id=899 resume_skip=True
[899] bbox_docvqa_id=900 resume_skip=True
[900] bbox_docvqa_id=901 resume_skip=True
[901] bbox_docvqa_id=902 resume_skip=True
[902] bbox_docvqa_id=903 resume_skip=True
[903] bbox_docvqa_id=904 resume_skip=True
[904] bbox_docvqa_id=905 resume_skip=True
[905] bbox_docvqa_id=906 resume_skip=True
[906] bbox_docvqa_id=907 resume_skip=True
[907] bbox_docvqa_id=908 resume_skip=True
[908] bbox_docvqa_id=909 resume_skip=True
[909] bbox_docvqa_id=910 resume_skip=True
[910] bbox_docvqa_id=911 resume_skip=True
[911] bbox_docvqa_id=912 resume_skip=True
[912] bbox_docvqa_id=913 resume_skip=True
[913] bbox_docvqa_id=914 resume_skip=True
[914] bbox_docvqa_id=915 resume_skip=True
[915] bbox_docvqa_id=916 resume_skip=True
[916] bbox_docvqa_id=917 resume_skip=True
[917] bbox_docvqa_id=918 resume_skip=True
[918] bbox_docvqa_id=919 resume_skip=True
[919] bbox_docvqa_id=920 resume_skip=True
[920] bbox_docvqa_id=921 resume_skip=True
[921] bbox_docvqa_id=922 resume_skip=True
[922] bbox_docvqa_id=923 resume_skip=True
[923] bbox_docvqa_id=924 resume_skip=True
[924] bbox_docvqa_id=925 resume_skip=True
[925] bbox_docvqa_id=926 resume_skip=True
[926] bbox_docvqa_id=927 resume_skip=True
[927] bbox_docvqa_id=928 resume_skip=True
[928] bbox_docvqa_id=929 resume_skip=True
[929] bbox_docvqa_id=930 resume_skip=True
[930] bbox_docvqa_id=931 resume_skip=True
[931] bbox_docvqa_id=932 resume_skip=True
[932] bbox_docvqa_id=933 resume_skip=True
[933] bbox_docvqa_id=934 images=1/1 error=False
[934] bbox_docvqa_id=935 images=1/1 error=False
[935] bbox_docvqa_id=936 images=1/1 error=False
[936] bbox_docvqa_id=937 images=1/1 error=False
[937] bbox_docvqa_id=938 images=1/1 error=False
[938] bbox_docvqa_id=939 images=1/1 error=False
[939] bbox_docvqa_id=940 images=1/1 error=False
[940] bbox_docvqa_id=941 images=1/1 error=False
[941] bbox_docvqa_id=942 images=1/1 error=False
[942] bbox_docvqa_id=943 images=1/1 error=False
[943] bbox_docvqa_id=944 images=1/1 error=False
[944] bbox_docvqa_id=945 images=1/1 error=False
[945] bbox_docvqa_id=946 images=1/1 error=False
[946] bbox_docvqa_id=947 images=1/1 error=False
[947] bbox_docvqa_id=948 images=1/1 error=False
[948] bbox_docvqa_id=949 images=1/1 error=False
[949] bbox_docvqa_id=950 images=1/1 error=False
[950] bbox_docvqa_id=951 images=1/1 error=False
[951] bbox_docvqa_id=952 images=1/1 error=False
[952] bbox_docvqa_id=953 images=1/1 error=False
[953] bbox_docvqa_id=954 images=1/1 error=False
[954] bbox_docvqa_id=955 images=1/1 error=False
[955] bbox_docvqa_id=956 images=1/1 error=False
[956] bbox_docvqa_id=957 images=1/1 error=False
[957] bbox_docvqa_id=958 images=1/1 error=False
[958] bbox_docvqa_id=959 images=1/1 error=False
[959] bbox_docvqa_id=960 images=1/1 error=False
[960] bbox_docvqa_id=961 images=1/1 error=False
[961] bbox_docvqa_id=962 images=1/1 error=False
[962] bbox_docvqa_id=963 images=1/1 error=False
[963] bbox_docvqa_id=964 images=1/1 error=False
[964] bbox_docvqa_id=965 images=1/1 error=False
[965] bbox_docvqa_id=966 images=1/1 error=False
[966] bbox_docvqa_id=967 images=1/1 error=False
[967] bbox_docvqa_id=968 images=1/1 error=False
[968] bbox_docvqa_id=969 images=1/1 error=False
[969] bbox_docvqa_id=970 images=1/1 error=False
[970] bbox_docvqa_id=971 images=1/1 error=False
[971] bbox_docvqa_id=972 images=1/1 error=False
[972] bbox_docvqa_id=973 images=1/1 error=False
[973] bbox_docvqa_id=974 images=1/1 error=False
[974] bbox_docvqa_id=975 images=1/1 error=False
[975] bbox_docvqa_id=976 images=1/1 error=False
[976] bbox_docvqa_id=977 images=1/1 error=False
[977] bbox_docvqa_id=978 images=1/1 error=False
[978] bbox_docvqa_id=979 images=1/1 error=False
[979] bbox_docvqa_id=980 images=1/1 error=False
[980] bbox_docvqa_id=981 images=1/1 error=False
[981] bbox_docvqa_id=982 images=1/1 error=False
[982] bbox_docvqa_id=983 images=1/1 error=False
[983] bbox_docvqa_id=984 images=1/1 error=False
[984] bbox_docvqa_id=985 images=1/1 error=False
[985] bbox_docvqa_id=986 images=1/1 error=False
[986] bbox_docvqa_id=987 images=1/1 error=False
[987] bbox_docvqa_id=988 images=1/1 error=False
[988] bbox_docvqa_id=989 images=1/1 error=False
[989] bbox_docvqa_id=990 images=1/1 error=False
[990] bbox_docvqa_id=991 images=1/1 error=False
[991] bbox_docvqa_id=992 images=1/1 error=False
[992] bbox_docvqa_id=993 images=1/1 error=False
[993] bbox_docvqa_id=994 images=1/1 error=False
[994] bbox_docvqa_id=995 images=1/1 error=False
[995] bbox_docvqa_id=996 images=1/1 error=False
[996] bbox_docvqa_id=997 images=1/1 error=False
[997] bbox_docvqa_id=998 images=1/1 error=False
[998] bbox_docvqa_id=999 images=1/1 error=False
[999] bbox_docvqa_id=1000 images=1/1 error=False
[1000] bbox_docvqa_id=1001 images=1/1 error=False
[1001] bbox_docvqa_id=1002 images=1/1 error=False
[1002] bbox_docvqa_id=1003 images=1/1 error=False
[1003] bbox_docvqa_id=1004 images=1/1 error=False
[1004] bbox_docvqa_id=1005 images=1/1 error=False
[1005] bbox_docvqa_id=1006 images=1/1 error=False
[1006] bbox_docvqa_id=1007 images=1/1 error=False
[1007] bbox_docvqa_id=1008 images=1/1 error=False
[1008] bbox_docvqa_id=1009 images=1/1 error=False
[1009] bbox_docvqa_id=1010 images=1/1 error=False
[1010] bbox_docvqa_id=1011 images=1/1 error=False
[1011] bbox_docvqa_id=1012 images=1/1 error=False
[1012] bbox_docvqa_id=1013 images=1/1 error=False
[1013] bbox_docvqa_id=1014 images=1/1 error=False
[1014] bbox_docvqa_id=1015 images=1/1 error=False
[1015] bbox_docvqa_id=1016 images=1/1 error=False
[1016] bbox_docvqa_id=1017 images=1/1 error=False
[1017] bbox_docvqa_id=1018 images=1/1 error=False
[1018] bbox_docvqa_id=1019 images=1/1 error=False
[1019] bbox_docvqa_id=1020 images=1/1 error=False
[1020] bbox_docvqa_id=1021 images=1/1 error=False
[1021] bbox_docvqa_id=1022 images=1/1 error=False
[1022] bbox_docvqa_id=1023 images=1/1 error=False
[1023] bbox_docvqa_id=1024 images=1/1 error=False
[1024] bbox_docvqa_id=1025 images=1/1 error=False
[1025] bbox_docvqa_id=1026 images=1/1 error=False
[1026] bbox_docvqa_id=1027 images=1/1 error=False
[1027] bbox_docvqa_id=1028 images=1/1 error=False
[1028] bbox_docvqa_id=1029 images=1/1 error=False
[1029] bbox_docvqa_id=1030 images=1/1 error=False
[1030] bbox_docvqa_id=1031 images=1/1 error=False
[1031] bbox_docvqa_id=1032 images=1/1 error=False
[1032] bbox_docvqa_id=1033 images=1/1 error=False
[1033] bbox_docvqa_id=1034 images=1/1 error=False
[1034] bbox_docvqa_id=1035 images=1/1 error=False
[1035] bbox_docvqa_id=1036 images=1/1 error=False
[1036] bbox_docvqa_id=1037 images=1/1 error=False
[1037] bbox_docvqa_id=1038 images=1/1 error=False
[1038] bbox_docvqa_id=1039 images=1/1 error=False
[1039] bbox_docvqa_id=1040 images=1/1 error=False
[1040] bbox_docvqa_id=1041 images=1/1 error=False
[1041] bbox_docvqa_id=1042 images=1/1 error=False
[1042] bbox_docvqa_id=1043 images=1/1 error=False
[1043] bbox_docvqa_id=1044 images=1/1 error=False
[1044] bbox_docvqa_id=1045 images=1/1 error=False
[1045] bbox_docvqa_id=1046 images=1/1 error=False
[1046] bbox_docvqa_id=1047 images=1/1 error=False
[1047] bbox_docvqa_id=1048 images=1/1 error=False
[1048] bbox_docvqa_id=1049 images=1/1 error=False
[1049] bbox_docvqa_id=1050 images=1/1 error=False
[1050] bbox_docvqa_id=1051 images=1/1 error=False
[1051] bbox_docvqa_id=1052 images=1/1 error=False
[1052] bbox_docvqa_id=1053 images=1/1 error=False
[1053] bbox_docvqa_id=1054 images=1/1 error=False
[1054] bbox_docvqa_id=1055 images=1/1 error=False
[1055] bbox_docvqa_id=1056 images=1/1 error=False
[1056] bbox_docvqa_id=1057 images=1/1 error=False
[1057] bbox_docvqa_id=1058 images=1/1 error=False
[1058] bbox_docvqa_id=1059 images=1/1 error=False
[1059] bbox_docvqa_id=1060 images=1/1 error=False
[1060] bbox_docvqa_id=1061 images=1/1 error=False
[1061] bbox_docvqa_id=1062 images=1/1 error=False
[1062] bbox_docvqa_id=1063 images=1/1 error=False
[1063] bbox_docvqa_id=1064 images=1/1 error=False
[1064] bbox_docvqa_id=1065 images=1/1 error=False
[1065] bbox_docvqa_id=1066 images=1/1 error=False
[1066] bbox_docvqa_id=1067 images=1/1 error=False
[1067] bbox_docvqa_id=1068 images=1/1 error=False
[1068] bbox_docvqa_id=1069 images=1/1 error=False
[1069] bbox_docvqa_id=1070 images=1/1 error=False
[1070] bbox_docvqa_id=1071 images=1/1 error=False
[1071] bbox_docvqa_id=1072 images=1/1 error=False
[1072] bbox_docvqa_id=1073 images=1/1 error=False
[1073] bbox_docvqa_id=1074 images=1/1 error=False
[1074] bbox_docvqa_id=1075 images=1/1 error=False
[1075] bbox_docvqa_id=1076 images=1/1 error=False
[1076] bbox_docvqa_id=1077 images=1/1 error=True
[1077] bbox_docvqa_id=1078 images=1/1 error=True
[1078] bbox_docvqa_id=1079 images=1/1 error=True
[1079] bbox_docvqa_id=1080 images=1/1 error=True
[1080] bbox_docvqa_id=1081 images=1/1 error=True
[1081] bbox_docvqa_id=1082 images=1/1 error=True
[1082] bbox_docvqa_id=1083 images=1/1 error=True
[1083] bbox_docvqa_id=1084 images=1/1 error=True
[1084] bbox_docvqa_id=1085 images=1/1 error=True
[1085] bbox_docvqa_id=1086 images=1/1 error=True
[1086] bbox_docvqa_id=1087 images=1/1 error=True
[1087] bbox_docvqa_id=1088 images=1/1 error=True
[1088] bbox_docvqa_id=1089 images=1/1 error=True
[1089] bbox_docvqa_id=1090 images=1/1 error=True
[1090] bbox_docvqa_id=1091 images=1/1 error=True
[1091] bbox_docvqa_id=1092 images=1/1 error=True
[1092] bbox_docvqa_id=1093 images=1/1 error=True
[1093] bbox_docvqa_id=1094 images=1/1 error=True
[1094] bbox_docvqa_id=1095 images=1/1 error=True
[1095] bbox_docvqa_id=1096 images=1/1 error=True
[1096] bbox_docvqa_id=1097 images=1/1 error=True
[1097] bbox_docvqa_id=1098 images=1/1 error=True
[1098] bbox_docvqa_id=1099 images=1/1 error=True
[1099] bbox_docvqa_id=1100 images=1/1 error=True
[1100] bbox_docvqa_id=1101 images=1/1 error=True
[1101] bbox_docvqa_id=1102 images=1/1 error=True
[1102] bbox_docvqa_id=1103 images=1/1 error=True
[1103] bbox_docvqa_id=1104 images=1/1 error=True
[1104] bbox_docvqa_id=1105 images=1/1 error=True
[1105] bbox_docvqa_id=1106 images=1/1 error=True
[1106] bbox_docvqa_id=1107 images=1/1 error=True
[1107] bbox_docvqa_id=1108 images=1/1 error=True
[1108] bbox_docvqa_id=1109 images=1/1 error=True
[1109] bbox_docvqa_id=1110 images=1/1 error=True
[1110] bbox_docvqa_id=1111 images=1/1 error=True
[1111] bbox_docvqa_id=1112 images=1/1 error=True
[1112] bbox_docvqa_id=1113 images=1/1 error=True
[1113] bbox_docvqa_id=1114 images=1/1 error=True
[1114] bbox_docvqa_id=1115 images=1/1 error=True
[1115] bbox_docvqa_id=1116 images=1/1 error=True
[1116] bbox_docvqa_id=1117 images=1/1 error=True
[1117] bbox_docvqa_id=1118 images=1/1 error=True
[1118] bbox_docvqa_id=1119 images=1/1 error=True
[1119] bbox_docvqa_id=1120 images=1/1 error=True
[1120] bbox_docvqa_id=1121 images=1/1 error=True
[1121] bbox_docvqa_id=1122 images=1/1 error=True
[1122] bbox_docvqa_id=1123 images=1/1 error=True
[1123] bbox_docvqa_id=1124 images=1/1 error=True
[1124] bbox_docvqa_id=1125 images=1/1 error=True
[1125] bbox_docvqa_id=1126 images=1/1 error=True
[1126] bbox_docvqa_id=1127 images=1/1 error=True
[1127] bbox_docvqa_id=1128 images=1/1 error=True
[1128] bbox_docvqa_id=1129 images=1/1 error=True
[1129] bbox_docvqa_id=1130 images=1/1 error=True
[1130] bbox_docvqa_id=1131 images=1/1 error=True
[1131] bbox_docvqa_id=1132 images=1/1 error=True
[1132] bbox_docvqa_id=1133 images=1/1 error=True
[1133] bbox_docvqa_id=1134 images=1/1 error=True
[1134] bbox_docvqa_id=1135 images=1/1 error=True
[1135] bbox_docvqa_id=1136 images=1/1 error=True
